NUMBER	CHINESE	GLOSS	PAGE	CONCEPTICON_ID	CONCEPTICON_GLOSS	TYPO	Huang-1992-1800	GLOSS (can be edit)	Huang_book_Chinese	Huang_book_English	Category	TBL_ID	TBL_ENGLISH	TBL_CHINESE	TBL_CONCEPTICON_ID	TBL_CONCEPTICON_GLOSS	TBL_POS	TBL_EVARS	TBL_CVARS
Chen-2013-888-757	买	buy	819	1869	BUY		1516	buy	买	buy	动词	Huang-1992-1820-1516	buy	买	1869	BUY	v.		
Chen-2013-888-758	卖	sell	819	1571	SELL		1517	sell	卖	sell	动词	Huang-1992-1820-1517	sell	卖	1571	SELL	v.		
Chen-2013-888-759	没有	do not have	819		*HAVE NOT		1519	do not have	没有	do not have	动词	Huang-1992-1820-1519	there isn't / aren't	没有 (~(人))			v.		
Chen-2013-888-760	（火）灭	extinguish	820	127	EXTINGUISH		1522	(fire) die out	灭（火～）	(fire) die out	动词								
Chen-2013-888-761	摸	touch (stroke)	820	1892	TOUCH		1525	stroke/ touch	摸	stroke/ touch	动词	Huang-1992-1820-1525	stroke / touch	摸	1892	TOUCH	v.		
Chen-2013-888-762	磨（刀）	whet (a knife)	820	251	SHARPEN (SOMETHING)		1526	whet (a knife)	磨（～刀）	whet (a knife)	动词								
Chen-2013-888-763	磨（面）	grind (flour)	821	1033	GRIND		1527	grind (flour)	磨（～面）	grind (flour)	动词								
Chen-2013-888-764	拿	hold or take	821	2104	HOLD OR TAKE		1528	take/ hold/ get	拿	take/ hold/ get	动词	Huang-1992-1820-1528	take / hold / get	拿	1749	TAKE	v.		
Chen-2013-888-765	念	recite	821				0				动词								
Chen-2013-888-766	呕吐	vomit	822	1278	VOMIT		1535	to throw up/vomit	呕吐	to throw up/vomit	动词	Huang-1992-1820-1535	throw up / vomit	呕吐	1278	VOMIT	v.		
Chen-2013-888-767	爬行	crawl	822	96	CRAWL		1536	(people) crawl	爬（人～）	(people) crawl	动词								
Chen-2013-888-768	爬（树）	climb (a tree)	822	1102	CLIMB		1539	climb up (a tree)	爬（～树）	climb up (a tree)	动词								
Chen-2013-888-769	怕	fear (be afraid)	823	1419	FEAR (BE AFRAID)		1366	be afraid	害怕	be afraid	动词								
Chen-2013-888-770	拍	strike (beat)	823	2133	STRIKE OR BEAT		1540	strike (the table)	拍（～桌子）	strike (the table)	动词								
Chen-2013-888-771	跑	run	823	1519	RUN		1544	run	跑	run	动词	Huang-1992-1820-1544	run	跑	1519	RUN	v.		
Chen-2013-888-772	泡	soak	824				1444	soak/ steep	浸泡	soak/ steep	动词								
Chen-2013-888-773	赔	loose money	824				1547	sustain losses (in business)	赔（～本）	sustain losses (in business)	动词								
Chen-2013-888-774	喷	spout	824				1152	spout/ bust forth	迸（～出）	spout/ bust forth	动词								
Chen-2013-888-775	劈	chop (firewood)	825	1437	SPLIT		1552	chop (firewood)	劈（～柴）	chop (firewood)	动词								
Chen-2013-888-776	（衣）破	worn (clothes)	825				1556	(clothing) become worn through/torn	破（衣服～了）	(clothing) become worn through/torn	动词								
Chen-2013-888-777	骑	ride (a horse)	825	367	RIDE		1566	ride (a horse)	骑	ride (a horse)	动词	Huang-1992-1820-1566	ride (a horse)	骑	367	RIDE	v.		
Chen-2013-888-778	起来	stand up	826	570	STAND UP		1567	rise/stand up	起来	rise/stand up	动词	Huang-1992-1820-1567	rise / stand up	起来	570	STAND UP	v.		
Chen-2013-888-779	牵	lead	826	43	LEAD (GUIDE)		1568	pull/lead (a cow) along	牵（牛）	pull/lead (a cow) along	动词								
Chen-2013-888-780	欠	owe (money)	826	369	OWE		1569	to own (money)	欠（～钱）	to own (money)	动词								
Chen-2013-888-781	抢	rob (somebody)	827	2073	ROB (VERB)		1570	rob/ loot	抢	rob/ loot	动词	Huang-1992-1820-1570	rob / loot	抢	2073	ROB (VERB)	v.		
Chen-2013-888-782	敲	knock	827	2396	KNOCK		1571	knock/ strike	敲	knock/ strike	动词	Huang-1992-1820-1571	knock / strike	敲	2396	KNOCK	v.		
Chen-2013-888-783	请	treat (invite)	827				0				动词								
Chen-2013-888-784	去	go (leave)	828	695	GO		1579	go/ leave	去	go/ leave	动词	Huang-1992-1820-1579	go / leave	去	695	GO	v.		
Chen-2013-888-785	缺	lack (not have)	828	2329	LACK (NOT HAVE)		1269	to burn	燃烧	to burn	动词								
Chen-2013-888-786	燃	burn	828	2012	BURN		0				动词								
Chen-2013-888-787	认识	know (somebody)	829	2248	KNOW (SOMEBODY)		0				动词								
Chen-2013-888-788	融化	dissolve	829	2334	MELT		1592	dissolve	溶化（～了）	dissolve	动词								
Chen-2013-888-789	撒尿	pee	829	592	PISS		1596	piss/ pee	撒（～尿）	piss/ pee	动词								
Chen-2013-888-790	扫	sweep	830	230	SWEEP		1601	sweep	扫	sweep	动词	Huang-1992-1820-1601	sweep	扫	230	SWEEP	v.		
Chen-2013-888-791	杀（人）	kill (a person)	830	1417	KILL		1602	kill	杀	kill	动词								
Chen-2013-888-792	筛	sieve (something)	830	86	SIEVE		1603	to sieve /sift	筛（～米）	to sieve /sift	动词								
Chen-2013-888-793	晒	dry in the sun	831		*DRY IN SUN		1604	dry (clothes ) in the sun	晒（～衣服）	dry (clothes ) in the sun	动词								
Chen-2013-888-794	上（楼）	go upstairs	831	705	GO UP (ASCEND)		1609	go upstairs	上（～楼）	go upstairs	动词								
Chen-2013-888-795	烧（山）	burn (something)	831	141	BURN (SOMETHING)		0				动词								
Chen-2013-888-796	射	shoot (an arrow)	832	1172	SHOOT		1611	shoot (an arrow)	射（～箭）	shoot (an arrow)	动词								
Chen-2013-888-797	生（小孩）	give birth	832	1195	GIVE BIRTH		1620	give birth to	生（～孩子）	give birth to	动词								
Chen-2013-888-798	是	be (copula)	832	1579	BE		1628	to be	是	to be	动词	Huang-1992-1820-1628	be (3rd person)	是 ((第一人称))	1579	BE	v.		
Chen-2013-888-799	不是	be not (negated copula)	833		*BE NOT		0				动词								
Chen-2013-888-800	收（玉米）	gather (harvest)	833	7	GATHER		1629	to harvest/reap	收割	to harvest/reap	动词								
Chen-2013-888-801	守（庄稼）	preserve harvest	833	1827	HARVEST CROPS		0				动词								
Chen-2013-888-802	梳	comb (something)	834	2070	COMB (VERB)		1634	to comb	梳	to comb	动词	Huang-1992-1820-1634	comb	梳	2070	COMB (VERB)	v.		
Chen-2013-888-803	输	lose (a game)	834	1660	LOSE		1635	lose (a game)	输	lose (a game)	动词	Huang-1992-1820-1635	lose (a game) (gambling)	输 ((赌~))	1660	LOSE	v.		
Chen-2013-888-804	数（钱）	count	834	1420	COUNT		1640	count (numbers)	数（～数目）	count (numbers)	动词								
Chen-2013-888-805	拴（牛）	tie (a cow)	835	2891	TIE UP (TETHER)		1645	tie (a cow) to	拴（～牛）	tie (a cow) to	动词								
Chen-2013-888-806	睡觉	sleep	835	1585	SLEEP		1646	sleep	睡	sleep	动词								
Chen-2013-888-807	说	speak	835	1623	SPEAK		1649	speak	说	speak	动词	Huang-1992-1820-1649	speak	说	1623	SPEAK	v.		
Chen-2013-888-808	送（客）	send (accompany somebody leaving)	836				0				动词								
Chen-2013-888-809	赠送	present (as gift)	836				0				动词								
Chen-2013-888-810	缩	shrink	836	54	SHRINK		1457	huddle/curl up	蜷缩	huddle/curl up	动词								
Chen-2013-888-811	抬	carry	837	700	CARRY		1659	lift up/ carry	抬	lift up/ carry	动词	Huang-1992-1820-1659	lift up / carry	抬	700	CARRY	v.		
Chen-2013-888-812	逃跑	run away	837	2142	RUN AWAY		1663	escape/ run away	逃跑	escape/ run away	动词	Huang-1992-1820-1663	escape / run away	逃跑	2142	RUN AWAY	v.		
Chen-2013-888-813	乞讨	beg	837	1828	ASK (REQUEST)		1664	beg (for food)	讨（～饭）	beg (for food)	动词								
Chen-2013-888-814	疼	painful	838	1129	PAINFUL		0				动词								
Chen-2013-888-815	提	lift (with hand)	838	501	LIFT		0				动词								
Chen-2013-888-816	填	fill up (a hollow)	838	2006	FILL		1673	fill up (a hollow)	填（～坑）	fill up (a hollow)	动词								
Chen-2013-888-817	挑（水）	carry with pole on shoulder	839				1676	carry (sthg) with a pole on the shoulder	挑（～担）	carry (sthg) with a pole on the shoulder	动词								
Chen-2013-888-818	跳	jump	839	1829	JUMP		1678	to jump	跳（～远）	to jump	动词								
Chen-2013-888-819	听	listen	839	1608	LISTEN		1681	listen	听	listen	动词	Huang-1992-1820-1681	listen	听	1608	LISTEN	v.		
Chen-2013-888-820	听见	hear	840	1408	HEAR		1682	hear	听见	hear	动词	Huang-1992-1820-1682	hear	听见	1408	HEAR	v.		
Chen-2013-888-821	偷	steal	840	713	STEAL		1686	steal	偷	steal	动词	Huang-1992-1820-1686	steal	偷	713	STEAL	v.		
Chen-2013-888-822	吐（痰）	spit	840	1440	SPIT		1688	spit	吐（～痰）	spit	动词								
Chen-2013-888-823	推	push	841	1452	PUSH		1689	push/ shove	推	push/ shove	动词	Huang-1992-1820-1689	push / shove (people/ cars)	推 (~(车/人))	1452	PUSH	v.	push / shove v.||turn a mill / grindstone v.	推||推 (~(磨))
Chen-2013-888-824	退	retreat	841	421	RETREAT		0				动词								
Chen-2013-888-825	拖	pull	841	1455	PULL		0				动词								
Chen-2013-888-826	脱（衣）	undress (take off clothes)	842	1755	UNDRESS		0				动词								
Chen-2013-888-827	脱（皮）	flay (pull off skin)	842	291	PULL OFF (SKIN)		1693	（snake) slough off	蛻（蛇～皮）	（snake) slough off	动词								
Chen-2013-888-828	挖	dig	842	1418	DIG		1698	dig/scoop out	挖	dig/scoop out	动词	Huang-1992-1820-1698	dig / scoop out	挖	1418	DIG	v.		
Chen-2013-888-829	忘记	forget	843	1523	FORGET		1704	forget	忘记	forget	动词	Huang-1992-1820-1704	forget	忘记	1523	FORGET	v.		
Chen-2013-888-830	喂（猪）	feed (pig)	843	739	FEED		0				动词								
Chen-2013-888-831	嗅	to smell	843	1586	SMELL (PERCEIVE)		177	to smell	闻（嗅）	to smell	动词								
Chen-2013-888-832	问	ask	844	1309	ASK (INQUIRE)		1708	ask/ question	问	ask/ question	动词	Huang-1992-1820-1708	ask / question	问	1309	ASK (INQUIRE)	v.		
Chen-2013-888-833	吸气	inhale	844	2705	INHALE		1711	inhale	吸（～气）	inhale	动词								
Chen-2013-888-834	洗（碗）	wash (dishes)	844				0				动词								
Chen-2013-888-835	洗（衣）	wash (clothes)	845	1453	WASH		1713	wash (clothes)	洗（～衣）	wash (clothes)	动词								
Chen-2013-888-836	下（楼）	go downstairs	845				1716	go downstairs	下（～楼）	go downstairs	动词								
Chen-2013-888-837	下（雨）	(rain) fall	845	1253	RAIN (RAINING)		1719	(rain) fall	下（～雨）	(rain) fall	动词								
Chen-2013-888-838	下（小猪）	give birth (animals)	846				1717	give birth to (piglets)	下（～猪崽）	give birth to (piglets)	动词								
Chen-2013-888-839	想	think	846	2271	THINK		1726	think	想	think	动词	Huang-1992-1820-1726	think	想	1415	THINK (REFLECT)	v.		
Chen-2013-888-840	削	pare (peel with a knife)	846				1733	pare/ peel with a knife	削	pare/ peel with a knife	动词	Huang-1992-1820-1733	pare / peel with a knife	削			v.		
Chen-2013-888-841	笑	laugh (smile)	847	1355	LAUGH		1735	laugh/ smile	笑	laugh/ smile	动词	Huang-1992-1820-1735	laugh / smile	笑	1355	LAUGH	v.		
Chen-2013-888-842	醒	wake up	847	1602	WAKE UP		1739	wake up	醒（睡～）	wake up	动词								
Chen-2013-888-843	选	choose	847	1750	CHOOSE		1675	choose/ pick	挑选	choose/ pick	动词								
Chen-2013-888-844	寻找	seek	848				1744	find/ look for	寻找	find/ look for	动词	Huang-1992-1820-1744	display structure	寻找			v.		
Chen-2013-888-845	压	press	848	1913	PRESS		1745	press/ push down	压	press/ push down	动词	Huang-1992-1820-1745	press / push down	压	1913	PRESS	v.		
Chen-2013-888-846	痒	itch	848	149	ITCHY		1749	to itch/tickle	痒	to itch/tickle	动词	Huang-1992-1820-1749	itch / tickle	痒			v.		
Chen-2013-888-847	摇	shake (head)	849	1909	SHAKE		1751	rock/ sway	摇晃	rock/ sway	动词								
Chen-2013-888-848	咬	bite	849	1403	BITE		1753	to bite	咬	to bite	动词	Huang-1992-1820-1753	bite (of snakes) (note: (wrong number))	咬 (~(牙))	1403	BITE	v.	grit one's teeth v.||bite v.||bite (of draught animals/ wild animals) v.	咬 ((蛇)~)||咬||咬 ((牲口/兽)~)
Chen-2013-888-849	要	want (need)	849	1784	WANT		1755	want/ need	要	want/ need	动词	Huang-1992-1820-1755	want / need	要	2339	NEED (SOMETHING)	v.		
Chen-2013-888-850	移动	move (oneself)	850	2874	MOVE (ONESELF)		0				动词								
Chen-2013-888-851	游	swim	850	1439	SWIM		0		游泳	swim	动词								
Chen-2013-888-852	有	there is or there are	850	2152	THERE IS OR THERE ARE		0				动词								
Chen-2013-888-853	没有	there is not or there are not	851		*THERE IS NOT OR THERE ARE NOT		1519	do not have	没有	do not have	动词	Huang-1992-1820-1519	there isn't / aren't	没有 (~(人))			v.		
Chen-2013-888-854	栽	plant (trees)	851	1486	PLANT (SOMETHING)		1774	to plant (trees)	栽（～树）	to plant (trees)	动词								
Chen-2013-888-855	炸	fry (something)	851	991	FRY		0				动词								
Chen-2013-888-856	站	stand	852	1442	STAND		1784	stand	站	stand	动词	Huang-1992-1820-1784	stand	站	1442	STAND	v.		
Chen-2013-888-857	长（大）	grow up	852	552	GROW UP		1786	grow up	长（～大）	grow up	动词								
Chen-2013-888-858	胀	bloated (of stomach)	852				1788	(the stomach) feel bloated	胀（肚子～）	(the stomach) feel bloated	动词								
Chen-2013-888-859	找	look for	853	1468	LOOK FOR		1744	find/ look for	寻找	find/ look for	动词								
Chen-2013-888-860	照	illuminate	853				0				动词								
Chen-2013-888-861	折断	break (cleave)	853	2558	BREAK (CLEAVE)		1293	snap/break (a stick)	弄断（棍子～）	snap/break (a stick)	动词								
Chen-2013-888-862	争	fight	854				1796	fight/ vie for	争夺	fight/ vie for	动词								
Chen-2013-888-863	蒸	steam	854	2068	BRAISE (VERB)		1797	steam	蒸	steam	动词	Huang-1992-1820-1797	steam	蒸	1193	STEAM	v.		
Chen-2013-888-864	知道	know	854	1410	KNOW (SOMETHING)		1798	know	知道	know	动词	Huang-1992-1820-1798		知道	1410	KNOW (SOMETHING)	v.		
Chen-2013-888-865	织（布）	weave	855	133	WEAVE		1799	weave/ knit	织	weave/ knit	动词								
Chen-2013-888-866	指	point at	855	2669	POINT (WITH FINGER)		1800	point at/ to/ out	指	point at/ to/ out	动词	Huang-1992-1820-1800	point at / to / out	指			v.		
Chen-2013-888-867	肿	swell (of tissue)	855	1573	SWELL		1802	(tissue) swell	肿	(tissue) swell	动词	Huang-1992-1820-1802	swell (of tissue)	肿	1573	SWELL	v.		
Chen-2013-888-868	种（菜）	plant (vegetables)	856	2064	SCATTER (SEEDS)		1801	plant/raise (wheat)	种（～麦子）	plant/raise (wheat)	动词								
Chen-2013-888-869	煮	cook (boil)	856	1100	COOK (SOMETHING)		1804	cook/ boil	煮	cook/ boil	动词	Huang-1992-1820-1804	cook / boil (water/ meat)	煮 (~(水/肉))	2492	BOIL (SOMETHING)	v.		
Chen-2013-888-870	住	live (reside)	856	363	DWELL (LIVE/ RESIDE)		1452	live/ reside	居住	live/ reside	动词								
Chen-2013-888-871	抓	scratch	857	1436	SCRATCH		1805	grab/ seize/ catch	抓	grab/ seize/ catch	动词								
Chen-2013-888-872	转（身）	turn around	857	1444	TURN AROUND		1806	turn around	转（～身）	turn around	动词								
Chen-2013-888-873	转动	turn	857	1588	TURN		1808	turn (round & round)	转动（～了）	turn (round & round)	动词								
Chen-2013-888-874	装	load (put into container)	858	1679	LOAD		1810	put into a container/ pack	装（～进）	put into a container/ pack	动词								
Chen-2013-888-875	追	pursue	858	1047	PURSUE		1811	chase after	追	chase after	动词	Huang-1992-1820-1809	chase after	追			v.		
Chen-2013-888-876	捉	catch	858	702	CATCH		1813	catch/ capture	捉	catch/ capture	动词	Huang-1992-1820-1811	catch / capture	捉	702	CATCH	v.		
Chen-2013-888-877	啄	peck (birds)	859				1814	(chicken) peck at (rice)	啄（鸡～米）	(chicken) peck at (rice)	动词								
Chen-2013-888-878	走	walk	859	1443	WALK		1815	walk	走	walk	动词	Huang-1992-1820-1813	walk	走	1443	WALK	v.		
Chen-2013-888-879	醉	drunk	859	1463	DRUNK		1818	be drunk	醉	be drunk	动词	Huang-1992-1820-1816	drunk/ be	醉	1463	DRUNK	v.		
Chen-2013-888-880	坐	sit	860	1416	SIT		1819	sit down	坐	sit down	动词	Huang-1992-1820-1817	sit down	坐	1649	SIT DOWN	v.		
Chen-2013-888-881	做	do (something)	860	813	DO		1820	do/ make	做	do/ make	动词	Huang-1992-1820-1818	do / make	做	2575	DO OR MAKE	v.		
Chen-2013-888-882	不	not	860	1240	NOT		0				动词								
Chen-2013-888-883	都	all	861	98	ALL		0				动词								
Chen-2013-888-884	也	also	861		*ALSO		0				动词								
Chen-2013-888-885	很	very	861	1311	VERY		0				动词								
Chen-2013-888-886	和	and	862	1577	AND		0				动词								
Chen-2013-888-887	的	genitive marker	862		*OF (GENITIVE MARKER)		0				动词								
Chen-2013-888-888	极	very (nominal)	862				0				动词								
